id_inquilino,variable1,variable2,variable3,variable4,variable5,variable6,variable7,variable8,variable9,variable10,variable11,variable12,variable13,variable14,variable15,variable16,variable17
9705,mañana,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,casa,si
9706,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,si
9707,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,si
9708,mañana,madrugador,universitaria,si,si,si,con mascotas,cocinar,no,si,si,no,ordenada,reggaeton,no,casa,si
9709,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,reggaeton,no,casa,no
9710,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9711,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
9712,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
9713,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9714,noche,nocturno,universitaria,si,si,no,con mascotas,cocinar,si,si,no,si,relajada,reggaeton,si,casa,si
9715,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,no
9716,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9717,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,si,no,no,no,ordenada,pop,no,casa,no
9718,noche,nocturno,secundaria,no,no,si,sin mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,si
9719,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,no,si,ordenada,rock,no,casa,no
9720,noche,nocturno,secundaria,si,si,si,con mascotas,pedir comida,no,si,si,si,ordenada,reggaeton,si,salir,si
9721,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,si,salir,si
9722,mañana,madrugador,universitaria,no,no,si,sin mascotas,pedir comida,no,si,no,si,ordenada,rock,no,casa,no
9723,noche,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,si,no,ordenada,rock,si,casa,no
9724,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9725,mañana,madrugador,universitaria,si,si,si,con mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
9726,mañana,madrugador,secundaria,no,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,no,casa,no
9727,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,casa,no
9728,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,si,si,ordenada,rock,no,salir,no
9729,mañana,madrugador,universitaria,si,no,no,sin mascotas,pedir comida,no,no,si,no,ordenada,pop,no,casa,no
9730,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,casa,si
9731,noche,madrugador,secundaria,si,no,no,sin mascotas,pedir comida,no,si,no,si,ordenada,reggaeton,no,salir,si
9732,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,si
9733,noche,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,si
9734,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,no,si,no,no,relajada,clasica,si,casa,si
9735,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,no,si,relajada,reggaeton,si,salir,no
9736,mañana,madrugador,secundaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
9737,noche,madrugador,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,si,relajada,rock,no,salir,no
9738,noche,nocturno,primaria,si,si,si,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,si
9739,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,no,salir,si
9740,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,no,si,si,si,relajada,clasica,no,salir,si
9741,mañana,madrugador,universitaria,no,no,si,con mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
9742,noche,nocturno,universitaria,no,si,no,sin mascotas,cocinar,si,si,si,si,relajada,clasica,si,salir,no
9743,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
9744,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,no
9745,noche,nocturno,primaria,si,si,si,con mascotas,pedir comida,si,si,no,si,ordenada,reggaeton,si,salir,si
9746,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,casa,si
9747,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,pop,si,salir,si
9748,noche,nocturno,secundaria,no,no,si,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,si,salir,si
9749,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9750,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9751,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,si,ordenada,reggaeton,si,casa,si
9752,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9753,mañana,madrugador,primaria,no,no,no,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,no
9754,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
9755,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
9756,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,no,casa,no
9757,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,no,si,no,relajada,rock,si,salir,si
9758,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,si
9759,noche,nocturno,universitaria,no,si,no,sin mascotas,cocinar,si,no,si,si,relajada,clasica,si,salir,si
9760,noche,nocturno,secundaria,no,no,si,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,casa,si
9761,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
9762,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,reggaeton,no,salir,no
9763,mañana,nocturno,primaria,si,no,si,sin mascotas,pedir comida,no,no,si,no,ordenada,rock,si,casa,no
9764,noche,nocturno,universitaria,no,si,no,sin mascotas,cocinar,si,si,si,si,ordenada,clasica,si,salir,si
9765,noche,madrugador,primaria,si,no,si,sin mascotas,pedir comida,si,no,no,no,ordenada,clasica,no,casa,no
9766,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,si,casa,si
9767,mañana,nocturno,primaria,si,no,si,sin mascotas,cocinar,no,si,no,si,ordenada,rock,no,casa,no
9768,noche,madrugador,secundaria,no,no,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,no
9769,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,rock,no,casa,no
9770,noche,madrugador,secundaria,no,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,no
9771,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
9772,noche,madrugador,secundaria,si,si,no,con mascotas,cocinar,si,si,no,si,relajada,reggaeton,si,salir,si
9773,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
9774,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,si
9775,noche,nocturno,universitaria,si,si,si,con mascotas,cocinar,si,si,si,si,relajada,clasica,si,salir,si
9776,mañana,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,no,no,no,relajada,reggaeton,si,casa,no
9777,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,no,si,si,relajada,rock,si,salir,si
9778,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,pop,si,salir,si
9779,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,si,si,ordenada,clasica,si,salir,si
9780,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,si,salir,no
9781,noche,nocturno,universitaria,si,si,si,con mascotas,pedir comida,si,no,si,si,relajada,clasica,si,salir,si
9782,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,no,si,si,relajada,reggaeton,si,salir,si
9783,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
9784,noche,nocturno,secundaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,no,casa,si
9785,mañana,nocturno,secundaria,no,si,si,con mascotas,cocinar,si,si,si,si,relajada,reggaeton,si,salir,si
9786,noche,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,si,no,no,no,ordenada,rock,no,casa,no
9787,noche,nocturno,universitaria,no,si,si,sin mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
9788,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,si,no,si,ordenada,pop,no,casa,si
9789,mañana,madrugador,universitaria,si,no,no,con mascotas,cocinar,si,no,no,no,ordenada,pop,no,casa,no
9790,mañana,nocturno,universitaria,no,si,si,con mascotas,cocinar,si,si,si,no,relajada,clasica,si,salir,no
9791,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,reggaeton,si,casa,si
9792,mañana,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,si,no,no,ordenada,pop,si,casa,no
9793,noche,madrugador,universitaria,no,si,no,sin mascotas,pedir comida,no,si,si,si,relajada,clasica,no,salir,si
9794,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,no,si,no,si,ordenada,clasica,no,salir,si
9795,mañana,nocturno,universitaria,si,si,si,con mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
9796,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
9797,mañana,madrugador,universitaria,no,no,no,sin mascotas,cocinar,no,no,si,si,relajada,pop,si,casa,no
9798,mañana,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
9799,mañana,nocturno,secundaria,no,si,no,sin mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,casa,si
9800,mañana,nocturno,primaria,no,no,si,con mascotas,cocinar,no,no,no,no,ordenada,clasica,no,casa,no
9801,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
9802,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,no,salir,si
9803,noche,nocturno,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,no
9804,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,no,salir,si
9805,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
9806,mañana,nocturno,secundaria,no,no,si,con mascotas,pedir comida,no,no,no,si,ordenada,reggaeton,no,salir,si
9807,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,si,casa,no
9808,mañana,nocturno,universitaria,no,no,no,con mascotas,cocinar,si,no,si,si,relajada,clasica,si,salir,si
9809,mañana,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,no,si,no,ordenada,clasica,si,casa,no
9810,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,no,no,relajada,rock,no,casa,no
9811,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
9812,mañana,madrugador,universitaria,si,si,si,sin mascotas,cocinar,no,no,no,no,relajada,reggaeton,no,casa,si
9813,noche,nocturno,primaria,si,si,si,sin mascotas,cocinar,no,no,si,no,ordenada,rock,no,casa,no
9814,mañana,madrugador,universitaria,si,si,si,con mascotas,cocinar,si,no,no,no,relajada,pop,no,casa,no
9815,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9816,mañana,madrugador,universitaria,no,si,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
9817,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,si,no,no,ordenada,pop,no,casa,no
9818,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,no
9819,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,salir,no
9820,noche,madrugador,universitaria,si,no,si,con mascotas,pedir comida,no,no,no,si,relajada,rock,no,casa,no
9821,noche,nocturno,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
9822,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
9823,noche,nocturno,universitaria,no,si,si,sin mascotas,cocinar,si,no,si,si,relajada,clasica,no,salir,si
9824,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,reggaeton,no,salir,no
9825,mañana,madrugador,secundaria,si,si,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
9826,noche,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,si,relajada,rock,no,casa,no
9827,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,clasica,no,casa,no
9828,mañana,nocturno,secundaria,no,no,si,sin mascotas,pedir comida,si,no,no,no,ordenada,pop,no,casa,no
9829,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
9830,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,si,no,no,relajada,pop,no,casa,no
9831,mañana,madrugador,universitaria,si,si,si,con mascotas,cocinar,si,no,no,no,ordenada,clasica,no,casa,no
9832,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,si,si,no,ordenada,rock,si,casa,si
9833,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
9834,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,no
9835,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,si,no,si,ordenada,clasica,si,salir,si
9836,mañana,nocturno,primaria,si,no,si,con mascotas,cocinar,si,no,no,no,ordenada,rock,si,casa,si
9837,mañana,nocturno,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,no,relajada,pop,si,salir,si
9838,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,pop,no,casa,no
9839,noche,nocturno,secundaria,si,no,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
9840,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,si,no,no,no,relajada,pop,no,casa,no
9841,mañana,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,no,si,relajada,clasica,si,salir,si
9842,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,no
9843,noche,nocturno,secundaria,no,no,no,sin mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
9844,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,salir,si
9845,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,no,casa,no
9846,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,no,no,ordenada,reggaeton,no,salir,si
9847,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,relajada,pop,no,salir,no
9848,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,relajada,clasica,no,casa,no
9849,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
9850,mañana,madrugador,universitaria,no,no,no,sin mascotas,pedir comida,no,no,no,si,relajada,pop,no,casa,no
9851,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,si,casa,no
9852,noche,nocturno,universitaria,si,no,si,con mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
9853,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,si,relajada,rock,no,salir,si
9854,noche,madrugador,universitaria,no,si,no,sin mascotas,cocinar,si,si,no,no,ordenada,pop,si,casa,si
9855,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,casa,si
9856,noche,madrugador,primaria,no,si,no,con mascotas,pedir comida,no,si,si,si,ordenada,pop,si,salir,si
9857,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,rock,si,salir,no
9858,noche,madrugador,secundaria,si,no,si,con mascotas,pedir comida,no,si,si,no,ordenada,rock,no,salir,no
9859,noche,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,si,no,no,no,relajada,pop,si,casa,no
9860,mañana,nocturno,universitaria,si,si,no,sin mascotas,pedir comida,si,no,si,si,relajada,pop,si,salir,si
9861,noche,nocturno,secundaria,si,si,si,con mascotas,pedir comida,no,no,no,no,relajada,reggaeton,si,salir,si
9862,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,si,casa,no
9863,noche,nocturno,universitaria,no,si,no,sin mascotas,cocinar,si,si,si,si,relajada,clasica,si,salir,si
9864,mañana,madrugador,secundaria,no,no,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
9865,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,reggaeton,si,casa,no
9866,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,reggaeton,no,casa,no
9867,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,si,casa,no
9868,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,no
9869,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
9870,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
9871,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
9872,mañana,nocturno,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,si,ordenada,pop,no,casa,si
9873,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,rock,no,casa,no
9874,noche,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,si,no,no,ordenada,rock,no,casa,no
9875,mañana,madrugador,primaria,no,no,si,sin mascotas,pedir comida,si,no,si,no,ordenada,rock,no,casa,no
9876,mañana,madrugador,primaria,si,no,no,sin mascotas,cocinar,no,no,si,no,ordenada,pop,no,casa,no
9877,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,si,no,no,si,relajada,reggaeton,si,salir,si
9878,mañana,madrugador,primaria,si,no,no,con mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
9879,noche,madrugador,primaria,si,no,si,con mascotas,pedir comida,si,no,no,no,ordenada,rock,si,salir,no
9880,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9881,noche,madrugador,primaria,si,si,si,sin mascotas,cocinar,si,no,no,si,ordenada,rock,no,casa,no
9882,mañana,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,no,no,no,relajada,reggaeton,no,casa,no
9883,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,si,no,no,relajada,clasica,no,casa,no
9884,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,casa,si
9885,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,pop,si,casa,si
9886,mañana,nocturno,universitaria,no,no,si,sin mascotas,pedir comida,no,si,no,no,ordenada,pop,si,casa,no
9887,noche,nocturno,secundaria,no,no,si,con mascotas,cocinar,si,si,si,si,relajada,reggaeton,si,casa,si
9888,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,salir,no
9889,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
